Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
Lupin Ltd.,Pharmaceuticals,1.74,405.3,1.10%,0.06%,1.1% (Feb 2024),0.51% (Mar 2023),2.50 L,0.00,Large Cap,45.43,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,2.8,384.6,1.04%,-0.10%,1.89% (Nov 2023),1.04% (Feb 2024),1.99 L,-0.51 L,Large Cap,45.43,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Gujarat Pipavav Port Ltd.,Port & port services,1.02,376.6,1.02%,0.14%,1.02% (Feb 2024),0.58% (May 2023),18.00 L,0.00,Small Cap,9.94,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Gujarat State Petronet Ltd.,Gas transmission/marketing,1,368.9,1.00%,-0.02%,1.02% (Jan 2024),0.81% (Oct 2023),10.00 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Sundram Fasteners Ltd.,Auto components & equipments,0.96,353.3,0.96%,-0.15%,1.25% (Oct 2023),0.96% (Feb 2024),3.30 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,2.8,338.7,0.92%,0.08%,1.01% (Jun 2023),0.84% (Jan 2024),30.00 k,0.00,Large Cap,45.43,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Tata Motors Ltd. - A Class,Passenger cars & utility vehicles,2.8,309.4,0.84%,0.05%,0.84% (Feb 2024),0% (Mar 2023),4.89 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Tata Communications Ltd.,Telecom - cellular & fixed line services,5.1,288.5,0.78%,0.06%,0.78% (Feb 2024),0% (Mar 2023),1.50 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
IDFC First Bank Ltd.,Private sector bank,13.76,283.7,0.77%,-0.04%,0.98% (Sep 2023),0.61% (Mar 2023),35.00 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Cummins India Ltd.,"Compressors, pumps & diesel engines",0.74,273.9,0.74%,0.11%,0.74% (Feb 2024),0.48% (Apr 2023),1.00 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
"-
Quess Corp Ltd.",Business process outsourcing (bpo)/ knowledge process outsourcing (kpo),0.73,268.3,0.73%,0.00%,0.76% (Nov 2023),0.58% (Apr 2023),5.22 L,0.00,Small Cap,9.94,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
"-
Ajanta Pharma Limited",Pharmaceuticals,1.74,235.5,0.64%,0.00%,0.72% (Nov 2023),0.49% (Mar 2023),1.07 L,0.00,Small Cap,9.94,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Oracle Financial Services Software Limited,Software products,0.62,230.2,0.62%,0.08%,1.21% (Aug 2023),0.54% (Jan 2024),30.00 k,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Agro Tech Foods Ltd.,Edible oil,0.55,201.9,0.55%,0.08%,0.56% (Mar 2023),0.47% (Oct 2023),2.01 L,0.00,Small Cap,9.94,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Associated Cement Companies Ltd.,Cement & cement products,2.47,184.1,0.50%,0.01%,0.5% (Feb 2024),0.37% (May 2023),70.00 k,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Mahindra & Mahindra Financial Services Ltd.,Non banking financial company (nbfc),0.38,141.7,0.38%,-0.02%,0.44% (Sep 2023),0% (Mar 2023),5.00 L,0.00,Mid Cap,10.42,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Akzo Nobel India Ltd.,Paints,0.3,112,0.30%,-0.02%,0.36% (Aug 2023),0.3% (Feb 2024),44.50 k,0.00,Small Cap,9.94,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Bharti Airtel Ltd. - Partly Paid,Telecom - cellular & fixed line services,5.1,77.3,0.21%,-0.02%,0.23% (Jan 2024),0.12% (Mar 2023),1.07 L,0.00,Other,10.17,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
Bond - Bharti Telecom Ltd.,Telecom - equipment & accessories,,250.1,0.00%,-0.69%,-,-,-,-,Other,10.17,tata-hybrid-equity-fund-direct-plan-growth,MTA718,Equity,01_aggressive_hybrid
HDFC Bank Ltd.,Private sector bank,12.51,5533.3,5.64%,-0.28%,7.53% (Jul 2023),5.64% (Jun 2023),39.43 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Reliance Industries Ltd.,Refineries & marketing,5.16,4455.4,4.54%,0.08%,4.59% (Feb 2024),3.2% (Nov 2023),15.25 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
ICICI Bank Ltd.,Private sector bank,12.51,3830,3.90%,0.06%,5.88% (May 2023),3.74% (Jan 2024),36.40 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Infosys Ltd.,Computers - software & consulting,7.77,3453.3,3.52%,-0.21%,5.02% (Mar 2023),3.52% (Feb 2024),20.63 L,-1.25 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Larsen & Toubro Ltd.,Civil construction,2.71,2660.3,2.71%,-0.02%,2.73% (Jan 2024),1.91% (May 2023),7.65 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
National Thermal Power Corporation Ltd.,Power generation,2.43,2387.8,2.43%,0.11%,2.47% (Feb 2024),1.07% (May 2023),71.15 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
State Bank Of India,Public sector bank,2.88,2001.2,2.04%,0.28%,3.28% (Mar 2023),1.71% (Nov 2023),26.75 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
HCL Technologies Limited,Computers - software & consulting,7.77,1705.5,1.74%,0.16%,1.74% (Feb 2024),0.99% (Jul 2023),10.25 L,50.00 k,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,1.72,1685,1.72%,-0.08%,2.06% (May 2023),1.43% (Aug 2023),15.00 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"-
Axis Bank Ltd.",Private sector bank,12.51,1641.7,1.67%,0.00%,3.33% (Mar 2023),1.67% (Jan 2024),15.27 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
ITC Limited,Diversified fmcg,1.53,1503.3,1.53%,-0.15%,1.77% (Dec 2023),1.48% (Nov 2023),37.00 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
J.K. Cement Ltd.,Cement & cement products,1.5,1469.6,1.50%,0.04%,1.5% (Feb 2024),1.15% (Apr 2023),3.26 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Tata Motors Ltd.,Passenger cars & utility vehicles,1.94,1330.3,1.36%,-0.02%,1.38% (Jan 2024),0.77% (Mar 2023),14.00 L,-1.25 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Power Finance Corporation Ltd.,Financial institution,1.95,1298.3,1.32%,-0.15%,1.98% (Dec 2023),0.67% (Aug 2023),32.40 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Indusind Bank Ltd.,Private sector bank,12.51,1275.8,1.30%,-0.06%,1.75% (Jun 2023),0.67% (Mar 2023),8.65 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Tata Consultancy Services Ltd.,Computers - software & consulting,7.77,1269.5,1.29%,0.08%,1.59% (Mar 2023),0% (Mar 2023),3.10 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Motherson Sumi Systems Ltd.,Auto components & equipments,3.07,1251.6,1.28%,0.06%,1.37% (Jul 2023),1.03% (Apr 2023),1.05 Cr,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Cipla Ltd.,Pharmaceuticals,2.07,1154.7,1.18%,0.10%,1.18% (Feb 2024),0.97% (Dec 2023),7.80 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"-
KEI Industries Ltd.",Cables - electricals,1.15,1123.8,1.15%,0.00%,1.34% (Jul 2023),1.09% (Oct 2023),3.50 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Minda Industries Ltd.,Auto components & equipments,3.07,1088.1,1.11%,-0.04%,1.18% (Nov 2023),0.95% (Mar 2023),16.25 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
TVS Motor Company Ltd.,2/3 wheelers,1.09,1069.6,1.09%,-0.04%,1.15% (Dec 2023),0% (Mar 2023),5.00 L,-0.50 L,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Oberoi Realty Ltd.,"Residential, commercial projects",1.02,998.8,1.02%,0.01%,1.32% (Dec 2023),1% (Feb 2024),7.43 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Max Healthcare Institute Ltd.,Hospital,1.01,994.9,1.01%,-0.13%,1.25% (Jun 2023),1.01% (Feb 2024),12.54 L,-1.75 L,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
ICICI Lombard General Insurance Co Ltd.,General insurance,0.99,975.7,0.99%,0.04%,0.99% (Nov 2023),0.71% (Mar 2023),5.70 L,-0.50 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Max Financial Services Ltd.,Life insurance,1.78,940.6,0.96%,0.07%,0.98% (Dec 2023),0.28% (Aug 2023),9.70 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Voltas Limited,Household appliances,0.92,903.9,0.92%,0.01%,0.92% (Feb 2024),0.5% (Jul 2023),8.15 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Titan Company Ltd.,"Gems, jewellery and watches",0.89,869.9,0.89%,-0.02%,0.92% (Jan 2024),0.73% (Mar 2023),2.40 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Bharat Electronics Ltd.,Aerospace & defense,1.6,861.4,0.88%,-0.01%,1.22% (Aug 2023),0.85% (Feb 2024),42.00 L,-4.50 L,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Bank Of Baroda,Public sector bank,2.88,822.9,0.84%,0.05%,1.06% (Dec 2023),0% (Mar 2023),31.00 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
SBI Life Insurance Co Ltd.,Life insurance,1.78,799.6,0.82%,0.08%,0.85% (Jul 2023),0.74% (Sep 2023),5.15 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Jyothy Laboratories Ltd.,Household products,0.81,794.7,0.81%,-0.10%,0.91% (Jan 2024),0% (Mar 2023),17.20 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
United Spirits Ltd.,Breweries & distilleries,0.77,757.8,0.77%,0.04%,1.3% (Oct 2023),0.73% (Jan 2024),6.50 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Zomato Ltd.,E-retail/ e-commerce,0.76,744.5,0.76%,0.12%,0.76% (Feb 2024),0% (Mar 2023),45.00 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Piramal Pharma Ltd.,Pharmaceuticals,2.07,738.6,0.75%,-0.08%,0.83% (Jan 2024),0% (Mar 2023),56.00 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
ABB India Ltd.,Heavy electrical equipment,2.16,728,0.74%,-0.08%,1.49% (Jul 2023),0.66% (Feb 2024),1.34 L,-0.37 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Cholamandalam Financial Holdings Ltd.,Investment company,0.74,726.8,0.74%,-0.10%,0.84% (Jan 2024),0.24% (Sep 2023),6.91 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Godrej Consumer Products Ltd,Personal care,1.4,723.2,0.74%,0.05%,0.74% (Feb 2024),0% (Mar 2023),5.75 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,2.16,722.5,0.74%,-0.04%,0.78% (Jan 2024),0% (Mar 2023),16.30 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Bharat Dynamics Ltd.,Aerospace & defense,1.6,709.2,0.72%,0.02%,0.72% (Feb 2024),0% (Mar 2023),3.92 L,-8.00 k,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
PVR Inox Ltd.,"Film production, distribution & exhibition",0.7,685.5,0.70%,-0.05%,0.93% (Nov 2023),0.58% (Aug 2023),5.00 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
InterGlobe Aviation Ltd.,Airline,0.69,681.6,0.69%,-0.04%,1.3% (Jul 2023),0.67% (Feb 2024),2.16 L,-0.25 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Sona BLW Precision Forgings Ltd.,Auto components & equipments,3.07,668.7,0.68%,0.06%,0.68% (Feb 2024),0.49% (Mar 2023),9.70 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
KEC International Ltd.,Heavy electrical equipment,2.16,668.5,0.68%,0.06%,0.68% (Feb 2024),0% (Mar 2023),9.20 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Avenue Supermarts Ltd.,Diversified retail,0.68,666.2,0.68%,0.02%,0.83% (Nov 2023),0.43% (Oct 2023),1.70 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"#
Coal India Ltd.",Coal,0.67,655.1,0.67%,0.67%,0.73% (Feb 2024),0% (Mar 2023),15.00 L,15.00 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
BSE Ltd.,Exchange and data platform,0.66,648,0.66%,0.01%,1.07% (Nov 2023),0% (Mar 2023),2.74 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"-
Dabur India Ltd.",Personal care,1.4,645.8,0.66%,0.00%,0.74% (Jul 2023),0.19% (Apr 2023),12.00 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"#
GAIL (India) Ltd.",Gas transmission/marketing,0.65,637.9,0.65%,0.65%,0.66% (Feb 2024),0% (Mar 2023),35.00 L,35.00 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Tech Mahindra Ltd.,Computers - software & consulting,7.77,636.9,0.65%,-0.03%,0.68% (Jan 2024),0% (Mar 2023),5.00 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Rural Electrification Corporation Limited,Financial institution,1.95,618.9,0.63%,-0.09%,1.08% (Dec 2023),0.5% (Sep 2023),14.00 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
"#
Bharat Petroleum Corporation Ltd.",Refineries & marketing,5.16,603.9,0.62%,0.62%,0.67% (Feb 2024),0% (Mar 2023),10.00 L,10.00 L,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
CreditAccess Grameen Ltd.,Microfinance institutions,0.59,579.2,0.59%,-0.05%,0.72% (Nov 2023),0% (Mar 2023),3.94 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,1.94,564.4,0.58%,0.06%,1.22% (Aug 2023),0.35% (Mar 2023),50.00 k,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Vinati Organics Ltd.,Specialty chemicals,1.13,562.8,0.57%,-0.03%,0.82% (Apr 2023),0.57% (Feb 2024),3.38 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Coforge Ltd.,Computers - software & consulting,7.77,557.1,0.57%,0.02%,0.58% (Feb 2024),0.36% (Oct 2023),85.00 k,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Deepak Nitrite Ltd.,Specialty chemicals,1.13,553.2,0.56%,-0.03%,0.64% (Dec 2023),0.55% (Sep 2023),2.50 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Pi Industries Ltd.,Pesticides & agrochemicals,0.48,475.6,0.48%,0.03%,0.57% (Jun 2023),0.45% (Jan 2024),1.30 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Navin Flourine International Ltd.,Commodity chemicals,0.44,429,0.44%,-0.06%,0.75% (Apr 2023),0.44% (Feb 2024),1.42 L,0.00,Small Cap,10.97,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Jio Financial Services Ltd.,Non banking financial company (nbfc),0.4,387.5,0.40%,0.08%,0.41% (Aug 2023),0.3% (Dec 2023),12.50 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Bharat Forge Ltd.,Castings & forgings,0.35,345.3,0.35%,-0.03%,0.93% (Oct 2023),0.34% (Feb 2024),3.00 L,0.00,Mid Cap,7.65,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Tata Steel Ltd.,Iron & steel products,0.34,338,0.34%,0.01%,1% (Aug 2023),0.32% (Oct 2023),24.00 L,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Hindalco Industries Ltd.,Aluminium,0.23,226.7,0.23%,-0.04%,0.7% (Apr 2023),0.23% (Oct 2023),4.50 L,0.00,Large Cap,43.43,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
Mankind Pharma Ltd.,Pharmaceuticals,2.07,138.4,0.14%,0.01%,0.15% (Feb 2024),0.05% (May 2023),64.79 k,0.00,Other,10.29,canara-robeco-equity-hybrid-fund-direct-plan-growth,MCA208,Equity,01_aggressive_hybrid
ICICI Bank Ltd.,Private sector bank,11.64,938.6,5.90%,0.20%,5.9% (Feb 2024),5.18% (Nov 2023),8.92 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
HDFC Bank Ltd.,Private sector bank,11.64,710.7,4.47%,-0.13%,6.18% (Jul 2023),2.92% (May 2023),5.06 L,0.00,Other,23.67,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Infosys Ltd.,Computers - software & consulting,7.74,544.4,3.42%,0.06%,4.2% (Mar 2023),2.61% (Oct 2023),3.25 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Reliance Industries Ltd.,Refineries & marketing,3.83,534.1,3.36%,0.12%,4.44% (Jun 2023),2.44% (Dec 2023),1.83 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Tata Consultancy Services Ltd.,Computers - software & consulting,7.74,490.5,3.08%,0.24%,4.82% (Mar 2023),2.84% (Jan 2024),1.20 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Pi Industries Ltd.,Pesticides & agrochemicals,3.38,390.6,2.46%,0.23%,2.9% (Nov 2023),2.16% (Mar 2023),1.06 L,0.00,Mid Cap,6.13,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Larsen & Toubro Ltd.,Civil construction,2.31,367.9,2.31%,0.02%,2.38% (Nov 2023),1.26% (May 2023),1.06 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
State Bank Of India : Futures Near,Public sector bank,4.24,362,2.28%,0.35%,2.28% (Feb 2024),0% (Mar 2023),4.80 L,0.00,Other,23.67,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.16,343.8,2.16%,-0.07%,2.23% (Jan 2024),0% (Mar 2023),3.06 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
National Thermal Power Corporation Ltd.,Power generation,1.81,287.1,1.81%,0.12%,1.81% (Feb 2024),0% (Mar 2023),8.56 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Bajaj Finserv Ltd,Holding company,1.7,271,1.70%,-0.02%,1.73% (Nov 2023),1.29% (Mar 2023),1.70 L,0.00,Other,23.67,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.65,269.8,1.70%,0.19%,1.7% (Feb 2024),0% (Mar 2023),1.71 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Avenue Supermarts Ltd.,Diversified retail,1.63,258.9,1.63%,-2.05%,5.09% (Jun 2023),1.63% (Feb 2024),66.06 k,-0.90 L,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Sansera Engineering Ltd.,Auto components & equipments,4.67,243,1.53%,0.03%,1.59% (Jun 2023),1.14% (Apr 2023),2.37 L,0.00,Other,23.67,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Godrej Consumer Products Ltd,Personal care,1.44,228.8,1.44%,0.12%,1.44% (Feb 2024),0% (Mar 2023),1.82 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,2.85,215.7,1.36%,0.43%,1.63% (May 2023),0.77% (Jul 2023),1.12 L,21.00 k,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Tata Motors Ltd.,Passenger cars & utility vehicles,2.85,203.1,1.28%,0.11%,1.5% (Sep 2023),0.84% (Oct 2023),2.14 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Kotak Mahindra Bank Ltd.,Private sector bank,11.64,202.4,1.27%,-0.09%,4.46% (May 2023),1.27% (Feb 2024),1.20 L,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Mankind Pharma Ltd.,Pharmaceuticals,5.65,200.1,1.26%,0.10%,1.26% (Feb 2024),0% (Mar 2023),93.67 k,0.00,Other,23.67,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
State Bank Of India,Public sector bank,4.24,199,1.25%,0.61%,1.25% (Feb 2024),0.64% (Jan 2024),2.66 L,1.05 L,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.61,196.3,1.23%,-2.59%,6.58% (May 2023),1.23% (Feb 2024),30.22 k,-0.59 L,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Shree Cement Ltd.,Cement & cement products,1.85,182.3,1.15%,-0.12%,1.62% (Mar 2023),1.15% (Aug 2023),7.15 k,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
Divis Laboratories Ltd.,Pharmaceuticals,5.65,179.1,1.13%,-0.04%,1.25% (Jul 2023),1% (Mar 2023),51.34 k,0.00,Large Cap,40.39,axis-equity-hybrid-fund-direct-plan-growth,MAA765,Equity,01_aggressive_hybrid
